Station;010 Wedding;018 Schöneberg;027 Marienfelde;032 Grunewald;042 Neukölln;077 Buch;085 Friedrichshagen;088 Messwagen Leipziger Str.;115 Hardenbergplatz;117 Schildhornstraße;124 Mariendorfer Damm;143 Silbersteinstraße;145 Frohnau;171 Mitte;174 Frankfurter Allee;220 Karl-Marx-Straße;282 Karlshorst
Messkomponente;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid
Einheit;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³
Messzeit;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte

26.11.2017 04:00;1;2;0;0;2;1;1;;9;8;19;15;0;1;8;21;2
26.11.2017 05:00;1;2;0;0;3;1;1;;9;16;9;16;0;0;8;19;2
26.11.2017 06:00;1;2;0;0;3;1;1;;10;8;8;21;1;1;6;15;2
26.11.2017 07:00;1;1;0;0;1;1;1;;10;10;14;22;0;0;7;15;3
26.11.2017 08:00;3;1;0;0;2;0;1;;11;11;18;24;0;0;5;13;5
26.11.2017 09:00;5;3;0;0;4;1;1;;15;14;14;22;0;2;8;17;4
26.11.2017 10:00;6;4;0;1;4;2;2;;20;22;28;33;1;5;9;33;7
26.11.2017 11:00;6;5;0;0;4;2;2;;34;26;29;51;1;11;9;33;4
26.11.2017 12:00;5;5;0;1;5;1;2;;38;22;38;68;1;6;11;48;3
26.11.2017 13:00;4;3;0;1;6;1;2;;31;19;35;47;1;2;10;65;3
26.11.2017 14:00;4;3;0;0;4;1;2;;44;21;37;48;1;2;9;37;3
26.11.2017 15:00;5;2;0;0;3;1;1;;49;24;32;54;1;7;12;51;2
26.11.2017 16:00;6;3;0;0;3;1;1;;40;29;34;58;0;3;8;48;2
26.11.2017 17:00;3;2;0;0;3;1;1;;32;27;36;53;0;3;9;63;2
26.11.2017 18:00;4;2;0;0;4;1;1;;35;20;41;47;0;6;13;50;2
26.11.2017 19:00;6;3;0;0;4;1;1;;36;24;35;35;0;0;10;52;2
26.11.2017 20:00;4;3;0;0;4;1;1;;32;19;30;30;0;0;9;55;2
26.11.2017 21:00;5;2;0;0;4;1;1;;28;17;25;29;0;0;6;37;1
26.11.2017 22:00;2;2;0;0;2;0;1;;24;12;24;31;0;0;7;44;1
26.11.2017 23:00;2;1;0;0;2;1;1;;19;12;18;40;0;1;5;29;1
27.11.2017 00:00;2;1;0;0;2;0;1;;11;7;12;18;0;0;5;22;1
27.11.2017 01:00;2;1;0;0;1;0;1;;7;6;9;10;0;0;4;17;1
27.11.2017 02:00;1;1;0;0;1;0;1;;5;2;6;10;0;1;3;10;1
27.11.2017 03:00;1;1;0;0;1;0;1;;4;2;5;5;0;1;3;12;1
27.11.2017 04:00;1;1;1;0;1;0;0;;4;3;5;6;0;1;3;11;1
27.11.2017 05:00;1;1;1;0;1;0;0;;4;12;11;23;0;1;3;9;1
27.11.2017 06:00;3;1;1;0;2;0;0;;11;27;36;35;0;1;11;23;3
27.11.2017 07:00;13;3;1;0;4;1;0;;40;91;76;92;0;2;17;65;6
27.11.2017 08:00;20;8;1;0;11;4;0;;43;96;90;125;0;4;21;84;8
27.11.2017 09:00;25;;2;1;12;5;1;;71;105;112;189;1;10;23;82;16
27.11.2017 10:00;25;10;3;2;12;5;2;;66;68;87;150;1;9;32;113;12
27.11.2017 11:00;27;;2;1;9;3;1;;65;62;81;127;1;5;37;101;8
27.11.2017 12:00;19;11;2;1;9;3;;;56;61;52;143;1;6;31;134;8
27.11.2017 13:00;14;5;2;1;;2;2;;39;45;60;118;1;4;20;104;7
27.11.2017 14:00;13;4;1;1;;2;1;;58;;54;91;1;2;19;80;6
27.11.2017 15:00;16;5;1;0;;1;1;;43;;51;124;1;2;22;75;4
27.11.2017 16:00;17;5;1;0;;0;0;;57;;57;100;0;1;42;76;3
27.11.2017 17:00;16;4;0;0;;0;0;;64;;47;100;0;1;44;68;2
27.11.2017 18:00;19;4;1;0;;0;0;;52;61;40;91;0;1;41;73;2
27.11.2017 19:00;16;4;1;0;;0;0;;48;44;37;61;0;2;25;63;2
27.11.2017 20:00;12;3;1;0;;0;0;;47;32;28;51;0;2;12;55;3
27.11.2017 21:00;6;1;0;0;;0;0;;26;22;22;37;0;1;11;28;2
27.11.2017 22:00;5;1;0;0;;0;0;;16;17;17;30;0;1;9;25;2
27.11.2017 23:00;4;1;1;0;;0;0;;24;15;17;22;0;0;5;20;2
28.11.2017 00:00;6;1;0;0;;0;0;;17;9;9;25;0;1;4;17;1
28.11.2017 01:00;4;1;1;0;;0;0;;9;6;7;15;0;0;2;15;1
28.11.2017 02:00;6;1;1;0;;0;0;;9;2;4;10;0;0;3;10;1
28.11.2017 03:00;2;1;0;0;;0;0;;9;2;3;9;0;0;3;10;1
28.11.2017 04:00;2;0;0;0;;0;0;;6;5;5;9;0;0;3;9;2
28.11.2017 05:00;2;1;0;0;;0;0;;7;9;10;19;0;0;4;8;2
28.11.2017 06:00;4;1;0;0;;1;0;;10;18;22;34;0;0;6;12;1
28.11.2017 07:00;13;2;0;0;;1;0;;33;59;75;113;0;1;12;66;3
28.11.2017 08:00;21;7;0;0;;8;0;;48;101;111;;1;2;31;66;11
28.11.2017 09:00;25;8;0;0;;4;0;;76;90;112;;4;4;34;82;14
28.11.2017 10:00;18;8;1;0;10;3;1;;69;76;83;;1;15;34;90;10
28.11.2017 11:00;18;13;1;1;9;3;1;;62;77;85;;1;5;38;92;11
28.11.2017 12:00;17;8;1;1;8;3;1;;67;53;76;118;1;4;21;91;
28.11.2017 13:00;16;7;1;1;9;2;1;;59;53;61;131;1;4;14;71;
28.11.2017 14:00;12;6;1;0;6;1;1;;45;43;69;115;1;4;17;81;
28.11.2017 15:00;9;7;1;0;3;1;1;;48;48;68;131;0;3;23;73;
28.11.2017 16:00;12;7;0;0;2;1;0;;60;76;74;129;0;2;33;107;5
28.11.2017 17:00;10;5;0;0;4;1;0;;53;70;95;136;0;3;28;98;4
28.11.2017 18:00;11;4;0;0;4;1;0;;59;52;77;134;0;5;21;97;5
28.11.2017 19:00;9;3;0;0;5;1;0;;66;42;67;93;0;2;16;101;3
28.11.2017 20:00;8;3;0;0;4;1;0;;47;35;49;64;0;6;13;58;3
28.11.2017 21:00;5;2;0;0;3;0;0;;37;25;30;47;0;2;10;38;2
28.11.2017 22:00;4;1;0;0;2;0;0;;24;16;27;43;0;0;8;37;1
28.11.2017 23:00;3;1;0;0;2;0;0;;22;19;22;36;0;1;10;16;1
29.11.2017 00:00;2;1;0;1;2;0;0;;19;12;19;34;0;0;8;21;1
29.11.2017 01:00;3;1;0;1;1;0;0;;11;10;12;12;0;2;4;15;0
29.11.2017 02:00;2;1;0;1;1;0;0;;12;4;8;20;0;0;5;16;1
29.11.2017 03:00;1;1;0;1;1;0;0;;9;1;6;12;0;0;7;20;1
29.11.2017 04:00;2;1;0;1;1;0;0;;9;5;7;16;0;0;5;13;1
29.11.2017 05:00;5;1;0;1;2;0;0;;12;21;20;18;0;0;8;8;1
29.11.2017 06:00;8;2;0;1;2;1;0;;16;31;49;50;0;1;26;24;2
29.11.2017 07:00;23;8;0;1;8;8;0;;51;105;149;159;0;4;47;55;6
29.11.2017 08:00;37;21;4;3;16;31;1;;68;125;221;273;0;10;71;100;16
29.11.2017 09:00;48;38;5;10;20;;1;;136;134;194;208;6;19;87;133;21
29.11.2017 10:00;55;35;5;6;23;;3;;117;124;128;187;33;23;61;131;15
29.11.2017 11:00;34;13;7;5;20;;5;;101;91;156;143;40;23;54;107;15
29.11.2017 12:00;35;16;6;3;17;;6;;103;97;145;222;10;14;73;115;11
29.11.2017 13:00;25;13;4;2;16;12;5;;91;98;142;197;1;11;63;136;9
29.11.2017 14:00;;12;3;2;11;7;4;;116;94;88;171;1;8;78;139;7
29.11.2017 15:00;;10;2;2;10;7;2;;100;87;102;183;0;7;68;131;5
29.11.2017 16:00;;27;1;1;10;10;1;;118;119;183;197;0;16;70;124;9
29.11.2017 17:00;;50;0;1;16;19;2;;128;169;187;182;0;22;65;197;50
29.11.2017 18:00;;54;0;6;18;27;9;;148;179;180;185;0;28;101;172;80
29.11.2017 19:00;;30;0;12;22;37;13;;102;114;155;173;2;19;65;143;83
29.11.2017 20:00;;37;1;16;23;39;7;;96;97;139;156;15;24;56;115;84
29.11.2017 21:00;;41;2;24;22;33;11;;75;86;123;125;23;22;67;92;82
29.11.2017 22:00;;45;1;22;27;35;10;;64;63;97;118;20;21;51;93;74
29.11.2017 23:00;;50;3;28;34;36;8;;58;46;95;108;18;28;66;92;72
30.11.2017 00:00;;37;25;34;29;37;2;;59;45;67;75;21;29;56;59;56
30.11.2017 01:00;;25;17;36;19;42;4;;39;28;58;78;22;20;46;43;52
30.11.2017 02:00;;27;6;18;19;37;2;;25;23;39;44;19;24;49;52;51
30.11.2017 03:00;;29;10;13;23;33;5;;21;17;24;39;12;32;51;40;42
30.11.2017 04:00;;29;8;19;14;29;1;;44;18;39;38;19;28;42;33;28
30.11.2017 05:00;;12;0;14;14;19;2;;28;30;50;49;22;17;43;32;28
30.11.2017 06:00;;20;0;8;24;22;3;;42;74;106;91;33;17;63;49;30
30.11.2017 07:00;;30;2;8;32;23;8;;69;137;209;215;37;25;113;111;42
30.11.2017 08:00;;52;5;12;56;52;19;;130;178;247;226;22;60;144;151;77
30.11.2017 09:00;;64;27;18;80;86;42;;129;181;260;264;20;78;145;168;91
30.11.2017 10:00;;33;46;24;88;104;;;95;166;228;132;20;166;138;237;87
30.11.2017 11:00;;23;27;15;32;49;;;41;109;206;87;16;54;77;185;80
30.11.2017 12:00;;16;20;8;27;9;;;55;105;187;99;11;32;86;231;80
30.11.2017 13:00;;12;14;5;24;8;;;46;83;158;129;4;27;90;180;
30.11.2017 14:00;;14;9;4;19;10;;;56;78;170;64;4;27;111;143;38
30.11.2017 15:00;27;12;6;3;21;6;;;30;71;162;49;3;26;66;152;18
30.11.2017 16:00;21;18;4;1;24;2;55;;27;93;160;56;2;22;78;151;23
30.11.2017 17:00;31;15;3;0;36;1;48;;30;51;169;72;1;17;146;200;24
30.11.2017 18:00;17;12;1;0;18;0;36;;28;34;131;57;0;16;48;164;15
30.11.2017 19:00;19;8;0;0;11;0;3;;32;78;140;33;0;15;25;145;7
30.11.2017 20:00;5;10;1;0;14;0;2;;38;61;137;32;0;12;18;139;9
30.11.2017 21:00;4;9;1;0;16;0;3;;43;56;97;34;0;10;25;99;7
30.11.2017 22:00;4;9;1;0;11;0;1;;28;50;98;34;0;7;10;60;5
30.11.2017 23:00;2;6;4;1;9;0;1;;16;30;96;24;0;6;8;53;3
01.12.2017 00:00;6;3;4;1;4;0;0;;11;15;61;10;0;3;8;32;1
01.12.2017 01:00;1;3;0;0;3;0;0;;11;26;58;20;0;3;8;33;2
01.12.2017 02:00;1;3;5;1;3;0;1;;4;12;37;9;0;2;10;27;1
01.12.2017 03:00;2;3;12;1;2;0;1;;10;13;25;28;0;2;11;18;1
01.12.2017 04:00;8;3;10;0;3;0;5;;8;12;35;25;1;3;9;22;3
01.12.2017 05:00;3;3;17;1;6;1;13;;12;39;50;17;3;4;10;23;18
01.12.2017 06:00;8;9;24;1;9;;17;;16;54;94;30;4;4;18;27;10
01.12.2017 07:00;24;14;18;1;9;23;21;;36;113;204;51;3;8;61;65;15
01.12.2017 08:00;33;19;29;1;34;22;27;;66;89;257;106;4;26;127;118;36
01.12.2017 09:00;46;25;35;3;42;16;36;;93;127;261;160;7;41;119;181;57
01.12.2017 10:00;36;26;38;6;43;12;34;;61;93;236;259;8;44;139;156;45
01.12.2017 11:00;34;19;23;5;35;9;34;;56;96;191;61;5;51;144;136;56
01.12.2017 12:00;30;16;35;3;28;7;33;;65;111;196;52;4;33;132;146;30
01.12.2017 13:00;24;14;12;2;27;5;25;;40;77;156;61;2;24;112;145;27
01.12.2017 14:00;31;13;6;1;24;4;19;;44;91;168;75;3;22;138;174;24
01.12.2017 15:00;25;12;10;1;22;3;19;;42;105;184;69;1;28;113;162;17
01.12.2017 16:00;27;8;13;1;24;6;19;;67;90;168;79;0;30;122;170;18
01.12.2017 17:00;28;10;9;0;26;11;15;;45;113;185;71;0;21;114;140;18
01.12.2017 18:00;6;11;20;0;24;9;17;;49;78;186;50;0;17;52;135;14
01.12.2017 19:00;14;9;17;0;21;3;22;;50;81;166;58;0;13;36;146;10
01.12.2017 20:00;7;9;4;0;20;1;22;;36;59;107;29;0;15;16;117;5
01.12.2017 21:00;16;7;3;1;17;1;23;;20;38;116;34;0;9;52;81;9
01.12.2017 22:00;11;5;10;0;15;1;12;;28;41;84;36;0;7;69;64;11
01.12.2017 23:00;7;4;8;0;10;1;12;;24;44;88;22;0;13;70;55;9
02.12.2017 00:00;7;3;5;0;15;1;10;;12;23;74;22;0;14;33;46;6
02.12.2017 01:00;8;3;4;1;8;1;11;;14;15;58;15;0;4;26;41;10
02.12.2017 02:00;8;2;2;1;3;0;10;;16;8;31;8;0;3;17;39;6
02.12.2017 03:00;1;2;1;0;2;0;14;;13;6;37;9;1;2;16;23;1
02.12.2017 04:00;2;3;1;0;3;0;15;;5;8;31;11;0;3;17;27;2
02.12.2017 05:00;3;2;6;0;5;1;8;;13;14;29;20;0;3;7;23;2
02.12.2017 06:00;6;3;1;0;4;0;1;;25;30;42;19;1;3;15;28;3
02.12.2017 07:00;9;3;0;0;5;2;3;;20;31;75;37;1;3;31;48;10
02.12.2017 08:00;7;4;1;0;16;2;11;;20;33;82;29;1;3;49;62;28
02.12.2017 09:00;8;6;2;0;23;3;18;;18;51;112;51;3;4;66;47;46
02.12.2017 10:00;19;11;5;0;15;7;24;;52;76;114;47;3;12;53;70;51
02.12.2017 11:00;21;14;6;1;20;7;23;;52;62;135;65;4;24;84;103;44
02.12.2017 12:00;20;15;5;1;27;4;20;;57;63;140;75;4;18;88;108;15
02.12.2017 13:00;26;5;3;1;10;4;11;;31;58;120;86;3;11;73;102;9
02.12.2017 14:00;19;5;2;0;11;2;4;;44;55;130;137;2;10;35;114;18
02.12.2017 15:00;16;6;1;0;10;2;3;;53;60;120;54;1;20;55;130;8
02.12.2017 16:00;13;7;1;0;13;4;1;;41;52;125;79;1;11;66;129;8
02.12.2017 17:00;13;5;1;0;18;7;0;;49;51;125;47;1;13;52;168;10
02.12.2017 18:00;12;5;4;0;11;6;1;;41;54;112;33;1;18;53;139;7
02.12.2017 19:00;6;6;2;0;16;9;4;;55;63;118;37;1;19;62;117;6
02.12.2017 20:00;7;7;5;0;19;4;6;;51;57;122;74;2;18;28;132;12
02.12.2017 21:00;12;7;4;0;22;9;9;;27;46;108;26;2;9;56;84;25
02.12.2017 22:00;2;6;7;0;30;24;11;;34;28;111;37;1;13;49;79;39
02.12.2017 23:00;10;3;7;0;12;8;12;;16;22;52;13;1;10;44;54;30
03.12.2017 00:00;5;1;1;0;3;0;11;;18;22;66;8;1;2;34;47;2
03.12.2017 01:00;7;3;1;0;6;0;1;;42;29;36;38;0;1;15;41;1
03.12.2017 02:00;6;3;1;0;4;1;0;;26;11;20;40;1;3;13;42;2
03.12.2017 03:00;9;3;1;0;3;1;0;;26;10;23;29;1;2;18;28;2
03.12.2017 04:00;6;4;1;0;7;1;0;;21;14;27;45;1;3;15;29;1
03.12.2017 05:00;6;3;1;0;5;1;0;;22;9;12;28;2;5;13;28;4
03.12.2017 06:00;5;2;1;0;2;1;0;;20;10;8;19;0;1;15;17;1
03.12.2017 07:00;4;2;1;0;2;0;0;;19;14;10;22;0;1;8;13;2
03.12.2017 08:00;5;3;1;0;3;0;0;;22;20;16;22;0;3;8;10;2
03.12.2017 09:00;8;5;3;2;7;2;2;;33;24;25;33;2;3;14;20;5
03.12.2017 10:00;13;8;3;3;7;6;3;;36;34;26;45;6;7;18;22;7
03.12.2017 11:00;12;6;3;3;8;5;3;;43;31;28;44;4;9;13;32;9
03.12.2017 12:00;10;6;3;2;6;4;3;;33;27;30;48;2;8;14;34;8
03.12.2017 13:00;9;5;2;2;6;3;2;;49;29;28;69;1;6;12;40;5
03.12.2017 14:00;9;3;1;1;4;2;1;;36;31;26;82;1;4;14;48;3
03.12.2017 15:00;7;3;1;1;4;1;1;;45;30;31;79;0;13;13;58;3
03.12.2017 16:00;7;3;1;0;4;0;0;;39;37;34;94;0;3;11;54;3
03.12.2017 17:00;6;4;1;0;5;0;0;;45;34;50;78;0;9;13;64;4
03.12.2017 18:00;7;3;1;0;6;0;0;;46;42;46;84;0;3;15;50;4
03.12.2017 19:00;8;5;1;0;7;1;0;;43;40;45;60;0;9;16;25;3
03.12.2017 20:00;6;6;1;0;8;1;0;;40;41;48;42;0;4;24;57;3
03.12.2017 21:00;7;4;1;0;9;1;0;;23;27;46;33;0;7;26;51;3
03.12.2017 22:00;7;3;1;0;8;0;0;;15;17;45;31;0;4;24;39;5
03.12.2017 23:00;7;2;1;0;6;0;1;;12;15;37;14;0;4;26;38;3
04.12.2017 00:00;6;2;1;0;5;0;1;;9;12;22;9;0;4;23;25;2
04.12.2017 01:00;6;1;0;0;2;0;1;;8;7;12;4;0;2;10;18;1
04.12.2017 02:00;10;1;0;0;2;0;1;;3;3;10;2;0;2;10;17;1
04.12.2017 03:00;7;1;0;0;1;0;0;;6;3;6;18;0;2;5;13;1
04.12.2017 04:00;1;1;0;0;2;0;0;;2;6;7;4;0;2;7;13;1
04.12.2017 05:00;3;1;0;0;1;0;0;;4;13;12;4;0;2;13;12;1
04.12.2017 06:00;6;1;0;0;1;1;1;;5;26;33;10;0;2;25;18;2
04.12.2017 07:00;17;2;0;0;3;1;1;;8;113;100;12;2;3;38;48;5
04.12.2017 08:00;22;2;0;0;7;1;1;;12;;114;17;0;32;52;55;4
04.12.2017 09:00;20;4;1;0;8;1;1;;14;;115;27;;19;40;63;5
04.12.2017 10:00;17;4;1;0;12;1;2;;17;;95;23;;6;44;87;6
04.12.2017 11:00;8;3;1;0;6;1;2;;13;47;77;15;;5;33;126;4
04.12.2017 12:00;5;5;1;0;9;0;2;;14;33;73;18;;12;32;113;4
04.12.2017 13:00;3;7;2;0;10;0;2;;16;66;108;29;;9;25;103;5
04.12.2017 14:00;2;4;2;1;12;0;1;;15;40;97;13;;6;20;66;3
04.12.2017 15:00;3;3;3;0;8;;1;;17;56;96;16;0;6;36;125;4
04.12.2017 16:00;13;4;0;0;7;2;1;16;10;84;103;11;0;6;47;300;4
04.12.2017 17:00;27;4;1;0;6;17;1;19;18;105;112;19;3;7;47;145;6
04.12.2017 18:00;24;3;0;0;8;23;1;18;16;77;100;15;1;4;60;121;3
04.12.2017 19:00;20;2;0;0;6;13;1;21;22;80;104;15;0;4;40;92;3
04.12.2017 20:00;13;2;0;0;7;12;1;18;22;55;70;14;0;5;46;85;4
04.12.2017 21:00;4;1;0;0;5;1;1;14;16;29;59;11;0;3;40;56;3
04.12.2017 22:00;4;1;0;0;4;0;1;14;9;21;41;7;0;2;37;39;1
04.12.2017 23:00;6;1;0;0;3;0;0;8;7;12;35;6;0;2;27;33;1
05.12.2017 00:00;10;1;0;0;3;0;0;7;6;10;25;5;0;2;15;22;1
05.12.2017 01:00;3;1;0;0;2;0;0;8;7;8;17;4;0;1;14;25;1
05.12.2017 02:00;2;0;0;0;1;0;0;6;2;3;13;2;0;0;13;12;0
05.12.2017 03:00;2;0;0;0;1;0;1;5;1;3;6;1;0;0;8;12;0
05.12.2017 04:00;1;0;0;0;1;0;0;6;3;3;17;3;0;0;7;14;1
05.12.2017 05:00;2;0;0;0;2;0;1;17;13;19;25;16;0;0;9;16;1
05.12.2017 06:00;5;0;0;0;4;1;1;38;11;36;46;46;0;1;28;35;4
05.12.2017 07:00;20;1;0;0;5;5;1;23;11;63;103;22;0;2;83;50;6
05.12.2017 08:00;23;4;0;0;5;3;2;30;13;71;134;18;0;3;100;71;5
05.12.2017 09:00;22;2;0;;7;1;1;33;15;57;121;20;0;9;59;84;5
05.12.2017 10:00;19;3;0;0;8;1;2;36;28;60;102;31;0;8;89;100;5
05.12.2017 11:00;19;3;0;0;8;1;2;34;17;47;87;29;0;8;79;114;4
05.12.2017 12:00;11;2;0;0;5;0;2;32;22;48;68;23;0;3;86;144;3
05.12.2017 13:00;8;3;0;0;6;0;1;32;22;41;71;27;0;4;79;107;3
05.12.2017 14:00;11;3;0;0;7;1;1;43;23;45;68;25;0;4;75;91;3
05.12.2017 15:00;9;3;0;0;6;1;1;39;24;42;100;37;0;5;69;102;4
05.12.2017 16:00;8;2;0;0;6;1;1;41;21;63;79;38;0;5;101;109;4
05.12.2017 17:00;8;2;0;0;6;1;1;33;17;70;96;34;0;6;105;115;3
05.12.2017 18:00;9;2;0;0;5;1;1;36;20;50;68;17;0;5;68;96;2
05.12.2017 19:00;6;2;0;0;4;0;1;34;18;37;52;19;0;3;57;91;2
05.12.2017 20:00;5;2;0;0;4;0;1;29;15;24;44;8;0;7;36;70;2
05.12.2017 21:00;4;1;0;0;3;0;1;22;12;15;30;9;0;2;30;41;1
05.12.2017 22:00;3;1;0;0;3;0;1;15;10;14;23;8;0;2;22;48;1
05.12.2017 23:00;4;0;0;0;3;0;1;13;7;10;20;6;0;2;21;19;1
06.12.2017 00:00;3;0;0;0;2;0;1;10;4;7;16;4;0;0;14;21;3
06.12.2017 01:00;2;0;0;0;1;0;1;7;3;4;9;3;0;1;8;13;1
06.12.2017 02:00;3;0;0;0;2;0;1;4;2;1;5;1;0;0;6;9;0
06.12.2017 03:00;4;0;0;0;1;0;0;3;2;1;4;1;0;0;5;6;0
06.12.2017 04:00;1;0;0;0;1;0;0;4;2;3;4;2;0;0;5;6;0
06.12.2017 05:00;2;0;0;0;1;0;0;6;2;14;10;2;0;0;7;7;1
06.12.2017 06:00;4;0;0;0;1;0;0;15;6;17;26;6;0;0;23;16;2
06.12.2017 07:00;7;1;0;0;3;1;0;39;11;38;71;16;0;1;98;47;2
06.12.2017 08:00;8;3;0;0;4;1;0;37;15;49;102;18;0;4;92;63;3
06.12.2017 09:00;9;3;0;0;5;1;0;51;20;51;115;21;0;4;69;68;3
06.12.2017 10:00;9;5;0;0;7;1;0;60;16;39;59;29;0;6;46;63;3
06.12.2017 11:00;10;3;0;0;4;1;1;50;18;33;59;21;0;5;49;71;3
06.12.2017 12:00;8;3;0;0;5;1;0;47;16;32;74;26;0;3;67;87;2
06.12.2017 13:00;7;2;0;0;5;1;1;43;16;44;66;19;0;6;54;79;2
06.12.2017 14:00;10;3;0;0;5;1;1;39;19;34;64;17;0;8;63;89;3
06.12.2017 15:00;6;4;0;0;5;1;0;40;16;28;70;30;0;3;57;60;2
06.12.2017 16:00;5;2;0;0;4;1;0;37;13;36;208;25;0;5;53;74;2
06.12.2017 17:00;4;2;0;0;5;1;0;34;20;42;149;31;0;4;65;70;2
06.12.2017 18:00;4;2;0;0;4;0;0;35;16;39;58;18;0;4;46;88;2
06.12.2017 19:00;5;2;0;0;3;0;0;34;16;30;131;23;0;3;34;67;2
06.12.2017 20:00;3;1;0;0;4;0;0;27;13;21;56;13;0;6;35;63;2
06.12.2017 21:00;4;1;0;0;4;0;0;27;14;14;24;11;0;2;20;45;1
06.12.2017 22:00;2;1;0;0;2;0;0;17;10;12;23;17;0;1;9;34;2
06.12.2017 23:00;2;1;0;0;1;0;0;14;9;9;18;17;0;3;9;26;1
07.12.2017 00:00;1;1;0;0;3;0;0;7;8;5;13;7;0;2;7;15;1
07.12.2017 01:00;0;0;0;0;1;0;0;7;6;5;7;5;0;0;5;9;1
07.12.2017 02:00;1;0;0;0;1;0;0;4;5;2;6;10;0;0;4;11;1
07.12.2017 03:00;1;0;0;0;1;1;0;4;3;1;4;5;0;0;4;12;1
07.12.2017 04:00;1;0;0;0;0;1;0;2;4;4;6;7;0;0;3;8;1
07.12.2017 05:00;1;0;0;0;1;1;0;5;6;9;9;11;0;0;4;6;1
07.12.2017 06:00;3;0;0;0;1;1;0;27;16;25;23;34;0;1;8;15;1
07.12.2017 07:00;9;1;0;0;3;1;0;56;;112;78;102;0;0;18;42;3
07.12.2017 08:00;15;4;0;0;7;2;0;78;;85;88;130;2;1;20;73;12
07.12.2017 09:00;14;5;0;0;5;2;0;68;47;59;70;112;9;4;17;60;11
07.12.2017 10:00;11;4;0;0;4;2;0;51;48;39;61;96;6;3;15;56;2
07.12.2017 11:00;9;4;1;1;4;2;1;47;43;34;81;90;6;3;11;70;4
07.12.2017 12:00;12;5;1;1;5;2;2;;42;30;54;81;8;3;19;84;4
07.12.2017 13:00;14;10;1;1;5;2;2;;41;38;63;83;6;5;16;87;4
07.12.2017 14:00;11;11;1;1;7;2;2;;34;38;54;101;;3;20;76;2
07.12.2017 15:00;7;6;1;0;6;2;1;;51;41;97;105;0;3;24;104;3
07.12.2017 16:00;16;7;0;0;8;2;1;;57;69;89;150;0;4;22;113;12
07.12.2017 17:00;12;5;0;0;8;3;0;69;;82;98;178;0;7;21;121;17
07.12.2017 18:00;13;5;0;0;5;2;0;72;56;66;76;99;0;3;16;115;3
07.12.2017 19:00;14;4;0;0;4;1;0;67;48;53;35;62;0;2;17;58;4
07.12.2017 20:00;9;1;0;0;3;1;0;39;50;22;29;45;0;8;11;50;2
07.12.2017 21:00;6;1;0;0;2;1;0;23;29;18;15;39;0;2;7;32;1
07.12.2017 22:00;3;1;0;0;2;1;0;18;15;13;22;23;0;3;8;26;2
07.12.2017 23:00;5;1;0;0;1;1;0;27;17;13;19;18;0;5;8;18;1
08.12.2017 00:00;4;0;0;0;1;1;0;13;15;11;14;23;1;1;5;18;0
08.12.2017 01:00;2;0;0;0;1;1;0;12;14;6;9;12;0;0;5;14;0
08.12.2017 02:00;2;0;0;0;1;1;0;11;10;2;5;19;1;0;3;12;0
08.12.2017 03:00;1;1;0;0;1;1;0;6;7;2;5;8;0;0;3;14;0
08.12.2017 04:00;2;0;0;0;1;1;0;6;7;4;6;6;0;1;3;14;0
08.12.2017 05:00;1;1;0;0;1;1;0;7;7;13;11;12;1;1;4;9;0
08.12.2017 06:00;4;1;0;0;1;1;0;25;13;27;34;25;1;1;15;20;1
08.12.2017 07:00;9;4;0;0;4;2;0;55;25;63;87;101;1;2;29;55;4
08.12.2017 08:00;9;4;1;0;6;2;0;71;24;52;149;113;1;3;45;81;7
08.12.2017 09:00;13;9;2;0;10;2;1;65;49;116;138;127;1;5;44;94;7
08.12.2017 10:00;16;17;2;1;15;3;2;68;64;92;103;119;1;15;30;119;9
08.12.2017 11:00;12;7;3;1;10;3;2;55;42;42;97;119;1;9;24;89;5
08.12.2017 12:00;11;4;1;0;5;2;1;37;28;37;57;53;1;6;33;76;3
08.12.2017 13:00;11;6;1;1;6;2;0;34;25;43;82;42;1;5;59;76;2
08.12.2017 14:00;7;5;1;0;6;2;1;50;24;38;67;43;1;5;57;92;2
08.12.2017 15:00;8;5;1;0;7;1;0;42;24;51;131;74;1;8;37;99;2
08.12.2017 16:00;5;3;1;0;6;1;0;57;40;43;82;62;1;5;45;95;2
08.12.2017 17:00;5;4;0;0;5;2;0;51;37;54;91;119;1;7;20;127;2
08.12.2017 18:00;6;3;0;0;4;1;0;45;37;46;82;78;1;2;21;99;2
